=== SHEET: sheet0 ===
EXTERNAL_REFERENCE,SOURCE_ID,USER_ID,PAYMENT_METHOD_TYPE,PAYMENT_METHOD,SITE,TRANSACTION_TYPE,TRANSACTION_AMOUNT,TRANSACTION_CURRENCY,TRANSACTION_DATE,FEE_AMOUNT,SETTLEMENT_NET_AMOUNT,SETTLEMENT_CURRENCY,SETTLEMENT_DATE,REAL_AMOUNT,COUPON_AMOUNT,METADATA
,148267448846,324680147,available_money,available_money,MLA,SETTLEMENT,70000.00,ARS,2026-02-28T15:20:11.000-04:00,0.00,69580.00,ARS,2026-02-28T15:20:11.000-04:00,69580.00,0.00,[{}]
INSTORE-75cab679-fd53-4bef-8ac8-d950491e28bd,148262624366,324680147,available_money,available_money,MLA,SETTLEMENT,-85900.00,ARS,2026-02-28T14:40:33.000-04:00,0.00,-86415.40,ARS,2026-02-28T14:40:34.000-04:00,-86415.40,0.00,[{}]
,147532135161,324680147,available_money,available_money,MLA,SETTLEMENT,35000.00,ARS,2026-02-28T12:13:47.000-04:00,0.00,34790.00,ARS,2026-02-28T12:13:47.000-04:00,34790.00,0.00,[{}]
,147529641619,324680147,bank_transfer,debin_transfer,MLA,SETTLEMENT,60000.00,ARS,2026-02-28T11:58:46.000-04:00,0.00,59640.00,ARS,2026-02-28T11:58:49.000-04:00,59640.00,0.00,[{}]
,148233965900,324680147,available_money,available_money,MLA,SETTLEMENT,70000.00,ARS,2026-02-28T11:24:03.000-04:00,0.00,69580.00,ARS,2026-02-28T11:24:04.000-04:00,69580.00,0.00,[{}]
,148231457816,324680147,bank_transfer,cvu,MLA,SETTLEMENT,40000.00,ARS,2026-02-28T11:08:18.000-04:00,0.00,39760.00,ARS,2026-02-28T11:08:19.000-04:00,39760.00,0.00,[{}]
,147517569903,324680147,bank_transfer,cvu,MLA,SETTLEMENT,180000.00,ARS,2026-02-28T10:48:33.000-04:00,0.00,178920.00,ARS,2026-02-28T10:48:34.000-04:00,178920.00,0.00,[{}]
,147514367569,324680147,bank_transfer,debin_transfer,MLA,SETTLEMENT,55000.00,ARS,2026-02-28T10:28:11.000-04:00,0.00,54670.00,ARS,2026-02-28T10:28:14.000-04:00,54670.00,0.00,[{}]
,148221321852,324680147,bank_transfer,cvu,MLA,SETTLEMENT,80000.00,ARS,2026-02-28T10:04:56.000-04:00,0.00,79520.00,ARS,2026-02-28T10:04:57.000-04:00,79520.00,0.00,[{}]
,147510267669,324680147,available_money,available_money,MLA,SETTLEMENT,-969240.00,ARS,2026-02-28T10:00:10.000-04:00,0.00,-975055.44,ARS,2026-02-28T10:00:11.000-04:00,-975055.44,0.00,[{}]
,148220346490,324680147,available_money,available_money,MLA,SETTLEMENT,-171000.00,ARS,2026-02-28T09:58:23.000-04:00,0.00,-172026.00,ARS,2026-02-28T09:58:23.000-04:00,-172026.00,0.00,[{}]
,148219857936,324680147,available_money,available_money,MLA,SETTLEMENT,-179000.00,ARS,2026-02-28T09:55:38.000-04:00,0.00,-180074.00,ARS,2026-02-28T09:55:39.000-04:00,-180074.00,0.00,[{}]
63035-e7b36337-b062-4b18-92f0-acb06be193fd,147507367233,324680147,available_money,available_money,MLA,SETTLEMENT,-19800.00,ARS,2026-02-28T09:37:55.000-04:00,0.00,-19918.80,ARS,2026-02-28T09:37:55.000-04:00,-19918.80,0.00,[{}]
,147506892875,324680147,available_money,available_money,MLA,SETTLEMENT,60000.00,ARS,2026-02-28T09:33:50.000-04:00,0.00,59640.00,ARS,2026-02-28T09:33:50.000-04:00,59640.00,0.00,[{}]
,148210118440,324680147,available_money,available_money,MLA,SETTLEMENT,70000.00,ARS,2026-02-28T08:33:24.000-04:00,0.00,69580.00,ARS,2026-02-28T08:33:25.000-04:00,69580.00,0.00,[{}]
,147498686273,324680147,available_money,available_money,MLA,SETTLEMENT,130000.00,ARS,2026-02-28T08:19:28.000-04:00,0.00,129220.00,ARS,2026-02-28T08:19:29.000-04:00,129220.00,0.00,[{}]
,148208364924,324680147,available_money,available_money,MLA,SETTLEMENT,90000.00,ARS,2026-02-28T08:15:24.000-04:00,0.00,89460.00,ARS,2026-02-28T08:15:25.000-04:00,89460.00,0.00,[{}]
,148207320822,324680147,available_money,available_money,MLA,SETTLEMENT,40000.00,ARS,2026-02-28T08:03:56.000-04:00,0.00,39760.00,ARS,2026-02-28T08:03:56.000-04:00,39760.00,0.00,[{}]
,148205458030,324680147,available_money,available_money,MLA,SETTLEMENT,150000.00,ARS,2026-02-28T07:39:06.000-04:00,0.00,149100.00,ARS,2026-02-28T07:39:06.000-04:00,149100.00,0.00,[{}]
,147491596707,324680147,available_money,available_money,MLA,SETTLEMENT,80000.00,ARS,2026-02-28T06:23:18.000-04:00,0.00,79520.00,ARS,2026-02-28T06:23:18.000-04:00,79520.00,0.00,[{}]
,148198987502,324680147,available_money,available_money,MLA,SETTLEMENT,300000.00,ARS,2026-02-28T04:50:30.000-04:00,0.00,298200.00,ARS,2026-02-28T04:50:30.000-04:00,298200.00,0.00,[{}]
,147488913935,324680147,available_money,available_money,MLA,SETTLEMENT,300000.00,ARS,2026-02-28T04:43:54.000-04:00,0.00,298200.00,ARS,2026-02-28T04:43:55.000-04:00,298200.00,0.00,[{}]
,147478984079,324680147,bank_transfer,cvu,MLA,SETTLEMENT,60000.00,ARS,2026-02-27T23:35:18.000-04:00,0.00,59640.00,ARS,2026-02-27T23:35:19.000-04:00,59640.00,0.00,[{}]
,147456422735,324680147,available_money,available_money,MLA,SETTLEMENT,90000.00,ARS,2026-02-27T20:05:22.000-04:00,0.00,89460.00,ARS,2026-02-27T20:05:23.000-04:00,89460.00,0.00,[{}]
,148164365458,324680147,available_money,available_money,MLA,SETTLEMENT,30000.00,ARS,2026-02-27T19:53:56.000-04:00,0.00,29820.00,ARS,2026-02-27T19:53:57.000-04:00,29820.00,0.00,[{}]
,148161703612,324680147,available_money,available_money,MLA,SETTLEMENT,-94600.00,ARS,2026-02-27T19:37:32.000-04:00,0.00,-95167.60,ARS,2026-02-27T19:37:32.000-04:00,-95167.60,0.00,[{}]
,147451574127,324680147,available_money,available_money,MLA,SETTLEMENT,-138000.00,ARS,2026-02-27T19:34:15.000-04:00,0.00,-138828.00,ARS,2026-02-27T19:34:16.000-04:00,-138828.00,0.00,[{}]
,147450698541,324680147,available_money,available_money,MLA,SETTLEMENT,-104700.00,ARS,2026-02-27T19:29:18.000-04:00,0.00,-105328.20,ARS,2026-02-27T19:29:18.000-04:00,-105328.20,0.00,[{}]
,147442975635,324680147,available_money,available_money,MLA,SETTLEMENT,250000.00,ARS,2026-02-27T18:43:25.000-04:00,0.00,248500.00,ARS,2026-02-27T18:43:25.000-04:00,248500.00,0.00,[{}]
,148150213920,324680147,available_money,available_money,MLA,SETTLEMENT,30000.00,ARS,2026-02-27T18:29:09.000-04:00,0.00,29820.00,ARS,2026-02-27T18:29:10.000-04:00,29820.00,0.00,[{}]
,148141611706,324680147,available_money,available_money,MLA,SETTLEMENT,-35000.00,ARS,2026-02-27T17:37:54.000-04:00,0.00,-35210.00,ARS,2026-02-27T17:37:54.000-04:00,-35210.00,0.00,[{}]
,147431915317,324680147,available_money,available_money,MLA,SETTLEMENT,100000.00,ARS,2026-02-27T17:37:30.000-04:00,0.00,99400.00,ARS,2026-02-27T17:37:30.000-04:00,99400.00,0.00,[{}]
,147423335151,324680147,available_money,available_money,MLA,SETTLEMENT,30000.00,ARS,2026-02-27T16:45:08.000-04:00,0.00,29820.00,ARS,2026-02-27T16:45:08.000-04:00,29820.00,0.00,[{}]
,147416408433,324680147,available_money,available_money,MLA,SETTLEMENT,60000.00,ARS,2026-02-27T15:58:37.000-04:00,0.00,59640.00,ARS,2026-02-27T15:58:37.000-04:00,59640.00,0.00,[{}]
,147415829863,324680147,available_money,available_money,MLA,SETTLEMENT,100000.00,ARS,2026-02-27T15:55:28.000-04:00,0.00,99400.00,ARS,2026-02-27T15:55:28.000-04:00,99400.00,0.00,[{}]
,148118806030,324680147,available_money,available_money,MLA,SETTLEMENT,60000.00,ARS,2026-02-27T15:08:26.000-04:00,0.00,59640.00,ARS,2026-02-27T15:08:27.000-04:00,59640.00,0.00,[{}]
,147404260139,324680147,bank_transfer,cvu,MLA,SETTLEMENT,200000.00,ARS,2026-02-27T14:28:45.000-04:00,0.00,198800.00,ARS,2026-02-27T14:28:46.000-04:00,198800.00,0.00,[{}]
,147402947709,324680147,available_money,available_money,MLA,SETTLEMENT,-104000.00,ARS,2026-02-27T14:19:46.000-04:00,0.00,-104624.00,ARS,2026-02-27T14:19:46.000-04:00,-104624.00,0.00,[{}]
,148105830572,324680147,bank_transfer,cvu,MLA,SETTLEMENT,80000.00,ARS,2026-02-27T13:26:47.000-04:00,0.00,79520.00,ARS,2026-02-27T13:26:48.000-04:00,79520.00,0.00,[{}]
,148101854606,324680147,available_money,available_money,MLA,SETTLEMENT,100000.00,ARS,2026-02-27T12:56:55.000-04:00,0.00,99400.00,ARS,2026-02-27T12:56:56.000-04:00,99400.00,0.00,[{}]
,147384288931,324680147,available_money,available_money,MLA,SETTLEMENT,50000.00,ARS,2026-02-27T12:01:16.000-04:00,0.00,49700.00,ARS,2026-02-27T12:01:17.000-04:00,49700.00,0.00,[{}]
0000000100000003690000000002260227122421,147378489005,324680147,available_money,available_money,MLA,SETTLEMENT,-14347.19,ARS,2026-02-27T11:24:28.000-04:00,0.00,-14433.27,ARS,2026-02-27T11:24:28.000-04:00,-14433.27,0.00,[{}]
,147376285325,324680147,available_money,available_money,MLA,SETTLEMENT,100000.00,ARS,2026-02-27T11:11:16.000-04:00,0.00,99400.00,ARS,2026-02-27T11:11:17.000-04:00,99400.00,0.00,[{}]
INSTORE-9261aa6a-8c2b-47e0-b229-40cabcde995c,147361947813,324680147,available_money,available_money,MLA,SETTLEMENT,-59450.00,ARS,2026-02-27T09:38:11.000-04:00,0.00,-59806.70,ARS,2026-02-27T09:38:11.000-04:00,-59806.70,0.00,[{}]
,148069817768,324680147,bank_transfer,cvu,MLA,SETTLEMENT,60000.00,ARS,2026-02-27T09:27:26.000-04:00,0.00,59640.00,ARS,2026-02-27T09:27:26.000-04:00,59640.00,0.00,[{}]
,147357610719,324680147,available_money,available_money,MLA,SETTLEMENT,-1403562.40,ARS,2026-02-27T09:05:39.000-04:00,0.00,-1411983.77,ARS,2026-02-27T09:05:40.000-04:00,-1411983.77,0.00,[{}]
,147348757269,324680147,available_money,available_money,MLA,SETTLEMENT,160000.00,ARS,2026-02-27T07:47:44.000-04:00,0.00,159040.00,ARS,2026-02-27T07:47:45.000-04:00,159040.00,0.00,[{}]
,147345153257,324680147,available_money,available_money,MLA,SETTLEMENT,100000.00,ARS,2026-02-27T07:08:01.000-04:00,0.00,99400.00,ARS,2026-02-27T07:08:01.000-04:00,99400.00,0.00,[{}]
,148011723214,324680147,available_money,available_money,MLA,SETTLEMENT,55000.00,ARS,2026-02-26T20:23:43.000-04:00,0.00,54670.00,ARS,2026-02-26T20:23:43.000-04:00,54670.00,0.00,[{}]
,147291666193,324680147,bank_transfer,cvu,MLA,SETTLEMENT,70000.00,ARS,2026-02-26T18:58:57.000-04:00,0.00,69580.00,ARS,2026-02-26T18:58:57.000-04:00,69580.00,0.00,[{}]
,147997915980,324680147,available_money,available_money,MLA,SETTLEMENT,60000.00,ARS,2026-02-26T18:42:08.000-04:00,0.00,59640.00,ARS,2026-02-26T18:42:08.000-04:00,59640.00,0.00,[{}]
,147993626588,324680147,bank_transfer,cvu,MLA,SETTLEMENT,250000.00,ARS,2026-02-26T18:10:48.000-04:00,0.00,248500.00,ARS,2026-02-26T18:10:48.000-04:00,248500.00,0.00,[{}]
,147249250755,324680147,bank_transfer,cvu,MLA,SETTLEMENT,150000.00,ARS,2026-02-26T13:24:58.000-04:00,0.00,149100.00,ARS,2026-02-26T13:24:59.000-04:00,149100.00,0.00,[{}]
BONDY DRUGSTORE,147936687450,324680147,available_money,available_money,MLA,SETTLEMENT,-32000.00,ARS,2026-02-26T10:45:25.000-04:00,0.00,-32192.00,ARS,2026-02-26T10:45:25.000-04:00,-32192.00,0.00,[{}]
Venta presencial,147227671225,324680147,debit_card,debvisa,MLA,SETTLEMENT,60000.00,ARS,2026-02-26T10:41:48.000-04:00,-2358.00,57282.00,ARS,2026-02-26T10:41:49.000-04:00,57282.00,0.00,"[{""cdcvm_validation"":false,""integration"":""none"",""is_fallback"":false,""pin_validation"":""pin_not_validated"",""was_pin"":false}]"
,147225687147,324680147,available_money,available_money,MLA,SETTLEMENT,60000.00,ARS,2026-02-26T10:28:38.000-04:00,0.00,59640.00,ARS,2026-02-26T10:28:39.000-04:00,59640.00,0.00,[{}]
,147092265533,324680147,available_money,available_money,MLA,SETTLEMENT,60000.00,ARS,2026-02-25T22:30:56.000-04:00,0.00,59640.00,ARS,2026-02-25T22:30:57.000-04:00,59640.00,0.00,[{}]
,147076993917,324680147,bank_transfer,cvu,MLA,SETTLEMENT,40000.00,ARS,2026-02-25T19:53:45.000-04:00,0.00,39760.00,ARS,2026-02-25T19:53:45.000-04:00,39760.00,0.00,[{}]
,147075166549,324680147,available_money,available_money,MLA,SETTLEMENT,-60000.00,ARS,2026-02-25T19:39:45.000-04:00,0.00,-60360.00,ARS,2026-02-25T19:39:46.000-04:00,-60360.00,0.00,[{}]
,147013973369,324680147,bank_transfer,cvu,MLA,SETTLEMENT,100000.00,ARS,2026-02-25T11:40:47.000-04:00,0.00,99400.00,ARS,2026-02-25T11:40:47.000-04:00,99400.00,0.00,[{}]
,147008052457,324680147,available_money,available_money,MLA,SETTLEMENT,100000.00,ARS,2026-02-25T11:00:32.000-04:00,0.00,99400.00,ARS,2026-02-25T11:00:32.000-04:00,99400.00,0.00,[{}]
,146951578791,324680147,available_money,available_money,MLA,SETTLEMENT,30000.00,ARS,2026-02-24T22:13:21.000-04:00,0.00,29820.00,ARS,2026-02-24T22:13:22.000-04:00,29820.00,0.00,[{}]
,147653492346,324680147,bank_transfer,cvu,MLA,SETTLEMENT,60000.00,ARS,2026-02-24T21:55:45.000-04:00,0.00,59640.00,ARS,2026-02-24T21:55:45.000-04:00,59640.00,0.00,[{}]
,147617221684,324680147,ticket,rapipago,MLA,SETTLEMENT,30000.00,ARS,2026-02-24T17:07:18.000-04:00,-2283.00,26787.00,ARS,2026-02-24T18:32:04.000-04:00,26787.00,0.00,[{}]
,146920332569,324680147,available_money,available_money,MLA,SETTLEMENT,-138000.00,ARS,2026-02-24T17:48:27.000-04:00,0.00,-138828.00,ARS,2026-02-24T17:48:27.000-04:00,-138828.00,0.00,[{}]
,146914910667,324680147,available_money,available_money,MLA,SETTLEMENT,-134000.00,ARS,2026-02-24T17:11:07.000-04:00,0.00,-134804.00,ARS,2026-02-24T17:11:07.000-04:00,-134804.00,0.00,[{}]
,146903426201,324680147,available_money,available_money,MLA,SETTLEMENT,-25000.00,ARS,2026-02-24T15:42:27.000-04:00,0.00,-25150.00,ARS,2026-02-24T15:42:28.000-04:00,-25150.00,0.00,[{}]
INSTORE-8380112c-7db7-48a0-8c82-7cb32e803d0f,147606238854,324680147,available_money,available_money,MLA,SETTLEMENT,-206000.00,ARS,2026-02-24T15:41:49.000-04:00,0.00,-207236.00,ARS,2026-02-24T15:41:49.000-04:00,-207236.00,0.00,[{}]
,147595932904,324680147,bank_transfer,cvu,MLA,SETTLEMENT,80000.00,ARS,2026-02-24T14:08:52.000-04:00,0.00,79520.00,ARS,2026-02-24T14:08:53.000-04:00,79520.00,0.00,[{}]
,147563292754,324680147,ticket,pagofacil,MLA,SETTLEMENT,60000.00,ARS,2026-02-24T09:56:55.000-04:00,-4566.00,53574.00,ARS,2026-02-24T10:11:52.000-04:00,53574.00,0.00,[{}]
,147563489682,324680147,available_money,available_money,MLA,SETTLEMENT,45000.00,ARS,2026-02-24T09:58:21.000-04:00,0.00,44730.00,ARS,2026-02-24T09:58:21.000-04:00,44730.00,0.00,[{}]
,146858854793,324680147,available_money,available_money,MLA,SETTLEMENT,-124000.00,ARS,2026-02-24T09:43:09.000-04:00,0.00,-124744.00,ARS,2026-02-24T09:43:09.000-04:00,-124744.00,0.00,[{}]
,146846616739,324680147,bank_transfer,cvu,MLA,SETTLEMENT,150000.00,ARS,2026-02-24T07:52:05.000-04:00,0.00,149100.00,ARS,2026-02-24T07:52:06.000-04:00,149100.00,0.00,[{}]
,146841743793,324680147,available_money,available_money,MLA,SETTLEMENT,-100000.00,ARS,2026-02-24T06:49:44.000-04:00,0.00,-100600.00,ARS,2026-02-24T06:49:45.000-04:00,-100600.00,0.00,[{}]
CAJA PRINCIPAL,146810620415,324680147,available_money,available_money,MLA,SETTLEMENT,-94100.00,ARS,2026-02-23T21:32:23.000-04:00,0.00,-94664.60,ARS,2026-02-23T21:32:24.000-04:00,-94664.60,0.00,[{}]
,147499589760,324680147,available_money,available_money,MLA,SETTLEMENT,60000.00,ARS,2026-02-23T19:38:13.000-04:00,0.00,59640.00,ARS,2026-02-23T19:38:13.000-04:00,59640.00,0.00,[{}]
,147498904724,324680147,bank_transfer,cvu,MLA,SETTLEMENT,55000.00,ARS,2026-02-23T19:31:28.000-04:00,0.00,54670.00,ARS,2026-02-23T19:31:28.000-04:00,54670.00,0.00,[{}]
,146769743785,324680147,ticket,pagofacil,MLA,SETTLEMENT,60000.00,ARS,2026-02-23T16:17:11.000-04:00,-4566.00,53574.00,ARS,2026-02-23T18:25:27.000-04:00,53574.00,0.00,[{}]
,147466542334,324680147,available_money,available_money,MLA,SETTLEMENT,-43245.00,ARS,2026-02-23T15:37:48.000-04:00,0.00,-43504.47,ARS,2026-02-23T15:37:49.000-04:00,-43504.47,0.00,[{}]
,146742409179,324680147,available_money,available_money,MLA,SETTLEMENT,50000.00,ARS,2026-02-23T12:20:42.000-04:00,0.00,49700.00,ARS,2026-02-23T12:20:42.000-04:00,49700.00,0.00,[{}]
,146741586089,324680147,available_money,available_money,MLA,SETTLEMENT,-28370.34,ARS,2026-02-23T12:14:53.000-04:00,0.00,-28540.56,ARS,2026-02-23T12:14:55.000-04:00,-28540.56,0.00,[{}]
,147429309190,324680147,available_money,available_money,MLA,SETTLEMENT,40000.00,ARS,2026-02-23T10:45:22.000-04:00,0.00,39760.00,ARS,2026-02-23T10:45:22.000-04:00,39760.00,0.00,[{}]
,146726605829,324680147,bank_transfer,cvu,MLA,SETTLEMENT,200000.00,ARS,2026-02-23T10:35:51.000-04:00,0.00,198800.00,ARS,2026-02-23T10:35:52.000-04:00,198800.00,0.00,[{}]
,147427427308,324680147,credit_card,visa,MLA,SETTLEMENT,20000.00,ARS,2026-02-23T10:32:13.000-04:00,-1522.00,18358.00,ARS,2026-02-23T10:32:15.000-04:00,18358.00,0.00,[{}]
,146724600915,324680147,bank_transfer,debin_transfer,MLA,SETTLEMENT,65000.00,ARS,2026-02-23T10:19:49.000-04:00,0.00,64610.00,ARS,2026-02-23T10:19:51.000-04:00,64610.00,0.00,[{}]
,146719377573,324680147,bank_transfer,cvu,MLA,SETTLEMENT,40000.00,ARS,2026-02-23T09:40:49.000-04:00,0.00,39760.00,ARS,2026-02-23T09:40:49.000-04:00,39760.00,0.00,[{}]
,147419700604,324680147,available_money,available_money,MLA,SETTLEMENT,75000.00,ARS,2026-02-23T09:33:02.000-04:00,0.00,74550.00,ARS,2026-02-23T09:33:03.000-04:00,74550.00,0.00,[{}]
,147373567446,324680147,bank_transfer,cvu,MLA,SETTLEMENT,60000.00,ARS,2026-02-22T21:52:20.000-04:00,0.00,59640.00,ARS,2026-02-22T21:52:20.000-04:00,59640.00,0.00,[{}]
,146550846895,324680147,available_money,available_money,MLA,SETTLEMENT,300000.00,ARS,2026-02-21T19:06:00.000-04:00,0.00,298200.00,ARS,2026-02-21T19:06:01.000-04:00,298200.00,0.00,[{}]
,146548089263,324680147,available_money,available_money,MLA,SETTLEMENT,-132000.00,ARS,2026-02-21T18:47:04.000-04:00,0.00,-132792.00,ARS,2026-02-21T18:47:04.000-04:00,-132792.00,0.00,[{}]
,147241529320,324680147,available_money,available_money,MLA,SETTLEMENT,-20000.00,ARS,2026-02-21T18:01:04.000-04:00,0.00,-20120.00,ARS,2026-02-21T18:01:04.000-04:00,-20120.00,0.00,[{}]
,146532296421,324680147,available_money,available_money,MLA,SETTLEMENT,60000.00,ARS,2026-02-21T16:52:07.000-04:00,0.00,59640.00,ARS,2026-02-21T16:52:08.000-04:00,59640.00,0.00,[{}]
,146502295929,324680147,bank_transfer,cvu,MLA,SETTLEMENT,80000.00,ARS,2026-02-21T12:43:33.000-04:00,0.00,79520.00,ARS,2026-02-21T12:43:34.000-04:00,79520.00,0.00,[{}]
,147179232914,324680147,bank_transfer,cvu,MLA,SETTLEMENT,60000.00,ARS,2026-02-21T10:09:27.000-04:00,0.00,59640.00,ARS,2026-02-21T10:09:28.000-04:00,59640.00,0.00,[{}]
,147178530694,324680147,available_money,available_money,MLA,SETTLEMENT,80000.00,ARS,2026-02-21T10:04:24.000-04:00,0.00,79520.00,ARS,2026-02-21T10:04:25.000-04:00,79520.00,0.00,[{}]
,146467539291,324680147,bank_transfer,cvu,MLA,SETTLEMENT,80000.00,ARS,2026-02-21T08:22:22.000-04:00,0.00,79520.00,ARS,2026-02-21T08:22:23.000-04:00,79520.00,0.00,[{}]
,146466851231,324680147,bank_transfer,cvu,MLA,SETTLEMENT,100000.00,ARS,2026-02-21T08:14:07.000-04:00,0.00,99400.00,ARS,2026-02-21T08:14:08.000-04:00,99400.00,0.00,[{}]
,147160600412,324680147,available_money,available_money,MLA,SETTLEMENT,60000.00,ARS,2026-02-21T06:22:29.000-04:00,0.00,59640.00,ARS,2026-02-21T06:22:29.000-04:00,59640.00,0.00,[{}]
,146439531255,324680147,available_money,available_money,MLA,SETTLEMENT,60000.00,ARS,2026-02-20T21:40:35.000-04:00,0.00,59640.00,ARS,2026-02-20T21:40:36.000-04:00,59640.00,0.00,[{}]
,146433143505,324680147,available_money,available_money,MLA,SETTLEMENT,50000.00,ARS,2026-02-20T20:49:34.000-04:00,0.00,49700.00,ARS,2026-02-20T20:49:34.000-04:00,49700.00,0.00,[{}]
,146431687873,324680147,bank_transfer,cvu,MLA,SETTLEMENT,70000.00,ARS,2026-02-20T20:37:42.000-04:00,0.00,69580.00,ARS,2026-02-20T20:37:42.000-04:00,69580.00,0.00,[{}]
,147126323702,324680147,available_money,available_money,MLA,SETTLEMENT,60000.00,ARS,2026-02-20T20:04:15.000-04:00,0.00,59640.00,ARS,2026-02-20T20:04:15.000-04:00,59640.00,0.00,[{}]
,146413312745,324680147,available_money,available_money,MLA,SETTLEMENT,20000.00,ARS,2026-02-20T18:40:12.000-04:00,0.00,19880.00,ARS,2026-02-20T18:40:12.000-04:00,19880.00,0.00,[{}]
,147111820814,324680147,bank_transfer,cvu,MLA,SETTLEMENT,60000.00,ARS,2026-02-20T18:33:11.000-04:00,0.00,59640.00,ARS,2026-02-20T18:33:11.000-04:00,59640.00,0.00,[{}]
,147106009084,324680147,bank_transfer,cvu,MLA,SETTLEMENT,20000.00,ARS,2026-02-20T18:00:14.000-04:00,0.00,19880.00,ARS,2026-02-20T18:00:14.000-04:00,19880.00,0.00,[{}]
,147103146718,324680147,available_money,available_money,MLA,SETTLEMENT,60000.00,ARS,2026-02-20T17:42:01.000-04:00,0.00,59640.00,ARS,2026-02-20T17:42:02.000-04:00,59640.00,0.00,[{}]
,146373210677,324680147,available_money,available_money,MLA,SETTLEMENT,180000.00,ARS,2026-02-20T14:18:46.000-04:00,0.00,178920.00,ARS,2026-02-20T14:18:46.000-04:00,178920.00,0.00,[{}]
,147068163694,324680147,available_money,available_money,MLA,SETTLEMENT,-20000.00,ARS,2026-02-20T13:45:03.000-04:00,0.00,-20120.00,ARS,2026-02-20T13:45:03.000-04:00,-20120.00,0.00,[{}]
,146366011839,324680147,bank_transfer,cvu,MLA,SETTLEMENT,60000.00,ARS,2026-02-20T13:20:45.000-04:00,0.00,59640.00,ARS,2026-02-20T13:20:46.000-04:00,59640.00,0.00,[{}]
,147064972438,324680147,available_money,available_money,MLA,SETTLEMENT,70000.00,ARS,2026-02-20T13:18:44.000-04:00,0.00,69580.00,ARS,2026-02-20T13:18:44.000-04:00,69580.00,0.00,[{}]
,147063991208,324680147,available_money,available_money,MLA,SETTLEMENT,60000.00,ARS,2026-02-20T13:10:55.000-04:00,0.00,59640.00,ARS,2026-02-20T13:10:56.000-04:00,59640.00,0.00,[{}]
,147057433168,324680147,available_money,available_money,MLA,SETTLEMENT,-15700.00,ARS,2026-02-20T12:22:09.000-04:00,0.00,-15794.20,ARS,2026-02-20T12:22:09.000-04:00,-15794.20,0.00,"[{""integration"":"""",""payment_intent_id"":""""}]"
,146344535107,324680147,available_money,available_money,MLA,SETTLEMENT,40000.00,ARS,2026-02-20T10:53:46.000-04:00,0.00,39760.00,ARS,2026-02-20T10:53:46.000-04:00,39760.00,0.00,[{}]
